timestamp,road_id,inbound_traffic,outbound_traffic,average_speed,vehicle_density,hour_of_day,day_of_week,is_peak_hour
2024-01-15 00:00:00,0,316,236,32.427653651669054,263.33333333333337,0,Monday,False
2024-01-15 00:00:00,1,263,279,28.881699724000253,328.75,0,Monday,False
2024-01-15 00:00:00,2,345,284,32.80102031766716,345.0,0,Monday,False
2024-01-15 00:00:00,3,330,255,39.54376941646838,471.42857142857144,0,Monday,False
2024-01-15 00:00:00,4,359,386,38.422410256414736,239.33333333333334,0,Monday,False
2024-01-15 00:00:00,5,252,269,25.4424625102596,140.0,0,Monday,False
2024-01-15 00:00:00,6,213,152,26.62665165381632,213.0,0,Monday,False
2024-01-15 00:00:00,7,232,187,29.143687545759647,193.33333333333334,0,Monday,False
2024-01-15 00:00:00,8,229,186,27.713480415791242,114.5,0,Monday,False
2024-01-15 00:00:00,9,208,212,25.372753218398856,138.66666666666666,0,Monday,False
2024-01-15 00:00:00,10,387,390,27.980735223012587,215.0,0,Monday,False
2024-01-15 00:00:00,11,260,266,35.60286015771426,520.0,0,Monday,False
2024-01-15 00:00:00,12,353,356,26.110669776011356,588.3333333333334,0,Monday,False
2024-01-15 00:00:00,13,305,227,37.946551388133905,305.0,0,Monday,False
2024-01-15 00:00:00,14,255,212,25.317791751430118,318.75,0,Monday,False
2024-01-15 00:00:00,15,224,185,28.64803089169032,373.33333333333337,0,Monday,False
2024-01-15 00:00:00,16,342,360,32.08322387742924,488.5714285714286,0,Monday,False
2024-01-15 00:00:00,17,274,269,36.41177572925346,342.5,0,Monday,False
2024-01-15 00:00:00,18,332,334,32.40693394546586,94.85714285714286,0,Monday,False
2024-01-15 00:00:00,19,245,213,25.127095633720476,245.0,0,Monday,False
2024-01-15 00:00:00,20,205,146,28.182052056318902,136.66666666666666,0,Monday,False
2024-01-15 00:00:00,21,150,135,29.537832369630465,187.5,0,Monday,False
2024-01-15 00:00:00,22,218,188,28.777755692715242,311.42857142857144,0,Monday,False
2024-01-15 00:00:00,23,216,157,26.44875726456884,432.0,0,Monday,False
2024-01-15 00:00:00,24,210,225,29.040601897822086,350.0,0,Monday,False
2024-01-15 00:00:00,25,256,268,29.018360384495573,512.0,0,Monday,False
2024-01-15 00:00:00,26,212,224,27.696711209578254,212.0,0,Monday,False
2024-01-15 00:00:00,27,364,385,29.77005212457796,606.6666666666667,0,Monday,False
2024-01-15 00:00:00,28,273,215,31.406616829393844,341.25,0,Monday,False
2024-01-15 00:00:00,29,365,381,25.10428195796786,730.0,0,Monday,False
2024-01-15 00:00:00,30,325,281,28.331617157060954,812.5,0,Monday,False
2024-01-15 00:00:00,31,274,228,39.14364555868779,228.33333333333334,0,Monday,False
2024-01-15 00:00:00,32,301,273,35.54528438342767,200.66666666666666,0,Monday,False
2024-01-15 00:00:00,33,306,333,39.43670942413167,122.4,0,Monday,False
2024-01-15 00:00:00,34,292,262,29.513174647251546,162.22222222222223,0,Monday,False
2024-01-15 00:00:00,35,222,158,28.047821669899484,148.0,0,Monday,False
2024-01-15 00:00:00,36,243,175,26.393232321183056,303.75,0,Monday,False
2024-01-15 00:00:00,37,282,224,25.724474360456114,470.0,0,Monday,False
2024-01-15 00:00:00,38,242,264,26.210276357557504,484.0,0,Monday,False
2024-01-15 00:00:00,39,259,260,26.188187719962,215.83333333333334,0,Monday,False
2024-01-15 00:00:00,40,265,224,28.161529152967898,294.44444444444446,0,Monday,False
2024-01-15 00:00:00,41,256,234,25.45144885027204,170.66666666666666,0,Monday,False
2024-01-15 00:00:00,42,367,303,27.797777655997812,305.83333333333337,0,Monday,False
2024-01-15 00:00:00,43,264,247,35.163465427634236,330.0,0,Monday,False
2024-01-15 00:00:00,44,261,236,28.39743662796907,261.0,0,Monday,False
2024-01-15 00:00:00,45,343,264,35.36406607153699,490.00000000000006,0,Monday,False
2024-01-15 00:00:00,46,309,332,27.0628141621899,206.0,0,Monday,False
2024-01-15 00:00:00,47,227,169,29.623468091392816,126.11111111111111,0,Monday,False
2024-01-15 00:00:00,48,279,224,28.299920230170894,279.0,0,Monday,False
2024-01-15 00:00:00,49,274,252,27.648252891780032,228.33333333333334,0,Monday,False
2024-01-15 00:00:00,50,218,160,29.486078789766633,109.0,0,Monday,False
2024-01-15 00:00:00,51,282,268,26.695148955243504,188.0,0,Monday,False
2024-01-15 00:00:00,52,304,301,38.45665389928865,168.88888888888889,0,Monday,False
2024-01-15 00:00:00,53,374,378,34.630474692314316,748.0,0,Monday,False
2024-01-15 00:00:00,54,270,206,38.47831282790619,450.0,0,Monday,False
2024-01-15 00:00:00,55,338,237,26.522073142990482,338.0,0,Monday,False
2024-01-15 00:00:00,56,259,181,25.804040257087493,323.75,0,Monday,False
2024-01-15 00:00:00,57,247,241,28.259806297513002,411.6666666666667,0,Monday,False
2024-01-15 01:00:00,0,231,183,29.880995472389017,192.5,1,Monday,False
2024-01-15 01:00:00,1,234,224,37.738351157412666,292.5,1,Monday,False
2024-01-15 01:00:00,2,227,210,26.40512151742139,227.0,1,Monday,False
2024-01-15 01:00:00,3,202,162,28.659844650686253,288.5714285714286,1,Monday,False
2024-01-15 01:00:00,4,254,217,38.3806983276567,169.33333333333334,1,Monday,False
2024-01-15 01:00:00,5,168,171,27.51318546552596,93.33333333333333,1,Monday,False
2024-01-15 01:00:00,6,165,148,25.97621493899022,165.0,1,Monday,False
2024-01-15 01:00:00,7,174,141,25.12157983215727,145.0,1,Monday,False
2024-01-15 01:00:00,8,169,130,29.70229292176457,84.5,1,Monday,False
2024-01-15 01:00:00,9,189,201,26.850793501277224,126.0,1,Monday,False
2024-01-15 01:00:00,10,172,184,31.422762224759715,95.55555555555556,1,Monday,False
2024-01-15 01:00:00,11,253,274,37.7951418320104,506.0,1,Monday,False
2024-01-15 01:00:00,12,196,167,37.76705007275285,326.6666666666667,1,Monday,False
2024-01-15 01:00:00,13,198,152,33.352018936875254,198.0,1,Monday,False
2024-01-15 01:00:00,14,188,183,27.850305850446823,235.0,1,Monday,False
2024-01-15 01:00:00,15,134,126,29.950269250521316,223.33333333333334,1,Monday,False
2024-01-15 01:00:00,16,183,166,38.16059607891933,261.42857142857144,1,Monday,False
2024-01-15 01:00:00,17,234,229,35.53726125980664,292.5,1,Monday,False
2024-01-15 01:00:00,18,201,164,37.140417332177705,57.42857142857143,1,Monday,False
2024-01-15 01:00:00,19,180,188,29.566202762782357,180.0,1,Monday,False
2024-01-15 01:00:00,20,161,144,28.991475894833876,107.33333333333333,1,Monday,False
2024-01-15 01:00:00,21,113,110,28.978963347180503,141.25,1,Monday,False
2024-01-15 01:00:00,22,185,154,26.87791476319972,264.2857142857143,1,Monday,False
2024-01-15 01:00:00,23,134,124,25.17971136898371,268.0,1,Monday,False
2024-01-15 01:00:00,24,158,144,26.43270626064142,263.33333333333337,1,Monday,False
2024-01-15 01:00:00,25,166,118,25.186740943746074,332.0,1,Monday,False
2024-01-15 01:00:00,26,181,152,25.635302563259422,181.0,1,Monday,False
2024-01-15 01:00:00,27,215,216,28.23731541245265,358.33333333333337,1,Monday,False
2024-01-15 01:00:00,28,224,164,25.775225817529115,280.0,1,Monday,False
2024-01-15 01:00:00,29,216,197,34.5614485224731,432.0,1,Monday,False
2024-01-15 01:00:00,30,233,254,32.74450522451793,582.5,1,Monday,False
2024-01-15 01:00:00,31,198,201,29.062483768931113,165.0,1,Monday,False
2024-01-15 01:00:00,32,208,152,25.380261151231863,138.66666666666666,1,Monday,False
2024-01-15 01:00:00,33,253,261,35.43961309140547,101.2,1,Monday,False
2024-01-15 01:00:00,34,206,158,27.346555640066292,114.44444444444444,1,Monday,False
2024-01-15 01:00:00,35,144,132,28.572979613500312,96.0,1,Monday,False
2024-01-15 01:00:00,36,170,138,29.77432640331597,212.5,1,Monday,False
2024-01-15 01:00:00,37,175,161,28.05860373117176,291.6666666666667,1,Monday,False
2024-01-15 01:00:00,38,155,123,26.779863393256306,310.0,1,Monday,False
2024-01-15 01:00:00,39,176,124,25.58036320253458,146.66666666666669,1,Monday,False
2024-01-15 01:00:00,40,131,93,29.277302920055035,145.55555555555554,1,Monday,False
